Track No.	HEK_time	next_time	Type	HPC_Center	HPC_BB_Rec	HPC_BB_Poly	HGS_Center	HGS_BB_Rec	HPC_BB_Poly	frm_specificid	fi_length	fi_lengthunit	fi_tilt	fi_barbstot	fi_barbsr	fi_barbsl	fi_chirality	

1	2012-01-01 08:15:04		FI	POINT(702.26001 351.130005)	POLYGON((680.125244 319.940399,733.44873 319.940399,733.44873 370.245605,680.125244 370.245605,680.125244 319.940399,680.125244 319.940399))	POLYGON((694.210022 330,696.219971 332.01001,696.219971 335.029999,697.22998 338.049988,698.23999 341.070007,699.23999 344.089996,702.26001 346.100006,704.27002 348.109985,707.289978 350.119995,710.309998 351.130005,713.330017 351.130005,716.349976 351.130005,719.359985 350.119995,722.380005 352.140015,723.390015 355.149994,721.380005 357.170013,718.359985 358.170013,715.340027 359.179993,712.320007 360.179993,709.299988 360.179993,707.289978 358.170013,704.27002 356.160004,701.25 355.149994,698.23999 355.149994,696.219971 353.140015,693.210022 350.119995,691.190002 347.109985,691.190002 344.089996,693.210022 341.070007,693.210022 338.049988,693.210022 335.029999,693.210022 332.01001,694.210022 330,694.210022 330))	POINT(49.4615746 19.1164284)	POLYGON((46.6578178 17.0551929,51.7592659 17.2648354,53.2037811 20.4826164,47.8356552 20.2562675,46.6578178 17.0551929,46.6578178 17.0551929))	POLYGON((48.1759834 17.7414703,48.4115486 17.8763237,48.4820862 18.0676289,48.6497726 18.2631378,48.8192978 18.4589787,48.9897385 18.6551094,49.3318977 18.7952309,49.5789719 18.9315853,49.9274826 19.0723267,50.2527122 19.1493988,50.553154 19.1620197,50.8556633 19.1747799,51.1311646 19.1229668,51.494648 19.2654209,51.6843109 19.4629593,51.5367584 19.5839233,51.2573586 19.6350613,50.9799118 19.6869793,50.7037735 19.7383938,50.4010658 19.7256336,50.145031 19.5880966,49.7918434 19.4466667,49.4688988 19.3696346,49.1760025 19.3575115,48.9283905 19.2208118,48.5627174 19.0159626,48.2956848 18.8160915,48.2220802 18.6237373,48.3405151 18.4394283,48.2685852 18.2476063,48.1977425 18.0560703,48.1279716 17.8648109,48.1759834 17.7414703,48.1759834 17.7414703))		3300620030	cm	70.018	0	0	0	0
2	2012-01-01 08:15:04	2012-01-02 08:04:55	FI	POINT(-335.032013 423.569)	POLYGON((-430.612488 377.288696,-243.477493 377.288696,-243.477493 441.679291,-430.612488 441.679291,-430.612488 377.288696,-430.612488 377.288696))	POLYGON((-256.559998 387.350006,-253.539993 388.359985,-253.539993 391.369995,-255.550003 394.390015,-257.559998 397.410004,-259.570007 400.429993,-262.589996 401.440002,-265.609985 401.440002,-268.630005 403.450012,-271.649994 405.459991,-274.670013 406.470001,-277.679993 407.470001,-280.700012 409.480011,-283.720001 412.5,-286.73999 413.51001,-289.76001 415.519989,-292.779999 416.529999,-295.790009 417.529999,-298.809998 419.540009,-301.829987 420.549988,-304.850006 421.559998,-307.869995 422.559998,-310.890015 422.559998,-313.899994 424.579987,-316.920013 424.579987,-319.940002 427.589996,-322.959991 428.600006,-325.980011 429.609985,-329 430.609985,-330 429.609985,-333.019989 426.589996,-336.040009 426.589996,-339.059998 423.570007,-342.079987 423.570007,-345.089996 423.570007,-348.109985 423.570007,-351.130005 423.570007,-354.149994 422.559998,-357.170013 421.559998,-360.179993 421.559998,-363.200012 421.559998,-366.220001 420.549988,-369.23999 418.540009,-372.26001 417.529999,-375.279999 415.519989,-378.290009 415.519989,-381.309998 416.529999,-384.329987 416.529999,-387.350006 415.519989,-390.369995 414.51001,-393.390015 414.51001,-396.399994 414.51001,-399.420013 414.51001,-402.440002 415.519989,-405.459991 414.51001,-408.480011 416.529999,-411.5 418.540009,-414.51001 418.540009,-417.529999 418.540009,-420.549988 417.529999,-418.540009 414.51001,-415.519989 411.5,-412.5 410.48999,-409.480011 409.480011,-406.470001 407.470001,-403.450012 406.470001,-400.429993 406.470001,-397.410004 408.480011,-394.390015 407.470001,-391.369995 407.470001,-388.359985 407.470001,-385.339996 406.470001,-382.320007 406.470001,-379.299988 405.459991,-376.279999 404.450012,-373.26001 403.450012,-370.25 404.450012,-367.230011 405.459991,-365.220001 406.470001,-364.209991 409.480011,-361.190002 411.5,-358.170013 414.51001,-355.149994 415.519989,-352.140015 417.529999,-349.119995 418.540009,-346.100006 418.540009,-343.079987 418.540009,-340.059998 419.540009,-337.040009 420.549988,-334.029999 420.549988,-331.01001 420.549988,-327.98999 419.540009,-324.970001 419.540009,-321.950012 418.540009,-318.929993 417.529999,-315.920013 416.529999,-312.899994 414.51001,-309.880005 414.51001,-306.859985 414.51001,-303.839996 413.51001,-300.820007 412.5,-297.809998 412.5,-294.790009 410.48999,-293.779999 407.470001,-290.76001 406.470001,-287.75 405.459991,-284.730011 404.450012,-281.709991 404.450012,-278.690002 402.440002,-275.670013 400.429993,-272.649994 398.420013,-269.640015 398.420013,-266.619995 395.399994,-264.609985 393.390015,-261.589996 391.369995,-258.570007 389.359985,-256.559998 387.350006,-256.559998 387.350006))	POINT(-21.7999401 22.8660946)	POLYGON((-27.9167461 20.0360699,-15.319437 19.7814045,-15.7865534 23.9413643,-28.8403416 24.2160358,-27.9167461 20.0360699,-27.9167461 20.0360699))	POLYGON((-16.2346992 20.4350452,-16.0449734 20.4965496,-16.0658951 20.6890163,-16.2184715 20.884428,-16.3718014 21.0801678,-16.5258961 21.2762413,-16.7318878 21.3443279,-16.9305401 21.3475056,-17.1451492 21.4801083,-17.3605232 21.6128941,-17.5684948 21.6813507,-17.7761936 21.7492294,-17.9935799 21.8824577,-18.2205315 22.0812435,-18.4308739 22.1501484,-18.6507263 22.2839737,-18.8622379 22.3530922,-19.0735092 22.4216328,-19.295557 22.5559158,-19.508812 22.6253357,-19.7226067 22.6948414,-19.9368591 22.7637863,-20.1415672 22.7676735,-20.3665638 22.903244,-20.5720901 22.9072285,-20.8097687 23.1077442,-21.0271511 23.1778374,-21.2451382 23.2480297,-21.4636192 23.3176575,-21.5212212 23.2536106,-21.6952019 23.0604267,-21.902935 23.0646992,-22.0769062 22.8718948,-22.2849407 22.8762436,-22.4926205 22.8806248,-22.7013283 22.885067,-22.9103794 22.8895531,-23.1078644 22.8282089,-23.3056259 22.7675915,-23.5147953 22.772192,-23.7250233 22.7768555,-23.9233093 22.7157421,-24.1095524 22.5895939,-24.3081188 22.528656,-24.4945641 22.4027843,-24.7052193 22.4076347,-24.9296284 22.4782162,-25.1418915 22.4831829,-25.3416233 22.4225197,-25.5415554 22.3619251,-25.7547741 22.3670273,-25.9676971 22.3721619,-26.1817513 22.3773613,-26.4097481 22.4482918,-26.6111298 22.3879147,-26.8541145 22.524683,-27.0981827 22.6610279,-27.3142529 22.6664906,-27.5314865 22.6720238,-27.7346668 22.6117783,-27.5470428 22.4114609,-27.2885342 22.2103367,-27.0588226 22.1393356,-26.8298817 22.0684319,-26.5892639 21.9328651,-26.3621559 21.862854,-26.1485634 21.8576355,-25.9610138 21.9826107,-25.735239 21.912077,-25.522768 21.9069996,-25.3114109 21.9019928,-25.0875187 21.8323078,-24.8763714 21.8273849,-24.6535625 21.7572021,-24.4314289 21.6871204,-24.2100811 21.6177711,-24.0129757 21.6776428,-23.8154755 21.7382126,-23.6879749 21.8003979,-23.6525936 21.9935989,-23.4668312 22.1198483,-23.2925415 22.3105278,-23.0953159 22.3715649,-22.9103603 22.4976864,-22.7133808 22.5588951,-22.5051651 22.5544662,-22.2972889 22.5500832,-22.1007824 22.6107979,-21.9045296 22.6722355,-21.6980896 22.6679897,-21.4912872 22.6637764,-21.2740726 22.5938873,-21.068018 22.5897694,-20.8519249 22.520668,-20.6363087 22.4510136,-20.4220371 22.3821068,-20.1976299 22.247118,-19.9936333 22.2432384,-19.7899189 22.2394047,-19.5770283 22.1707954,-19.3645782 22.1016273,-19.1625881 22.0979443,-18.9420204 21.9642124,-18.8475666 21.7678337,-18.6373272 21.6997032,-18.4281673 21.6310215,-18.2188396 21.5624161,-18.0183926 21.5589733,-17.8017292 21.4260902,-17.5858498 21.2934055,-17.3707447 21.1609077,-17.1725101 21.1576595,-16.9509621 20.9606037,-16.8041191 20.8296452,-16.5916176 20.6971664,-16.3799019 20.5655098,-16.2346992 20.4350452,-16.2346992 20.4350452))		12771947500	cm	-6.07875	1	1	0	0
2	2012-01-02 08:04:55	2012-01-03 18:27:22	FI	POINT(-219.332993 427.597992)	POLYGON((-250.522644 408.48175,-186.131348 408.48175,-186.131348 448.726257,-250.522644 448.726257,-250.522644 408.48175,-250.522644 408.48175))	POLYGON((-209.270004 418.540009,-206.25 419.549988,-203.229996 419.549988,-200.220001 420.559998,-197.199997 421.559998,-196.190002 424.579987,-197.199997 427.600006,-197.199997 430.619995,-200.220001 430.619995,-203.229996 430.619995,-206.25 432.630005,-209.270004 434.640015,-212.289993 432.630005,-215.309998 432.630005,-218.330002 433.630005,-221.339996 433.630005,-224.360001 434.640015,-227.380005 435.649994,-230.399994 436.649994,-233.419998 435.649994,-236.440002 438.670013,-239.449997 437.660004,-238.449997 436.649994,-235.429993 434.640015,-233.419998 431.619995,-231.410004 428.600006,-228.389999 426.589996,-225.369995 424.579987,-222.350006 422.570007,-219.330002 421.559998,-216.309998 420.559998,-213.300003 420.559998,-210.279999 419.549988,-209.270004 418.540009,-209.270004 418.540009))	POINT(-14.069787 22.8834229)	POLYGON((-15.9787512 21.6737385,-11.7960272 21.6161137,-12.0314827 24.2407475,-16.3030243 24.3011513,-15.9787512 21.6737385,-15.9787512 21.6737385))	POLYGON((-13.3522606 22.2853928,-13.1621113 22.3483238,-12.9657125 22.3457737,-12.7762814 22.4088268,-12.586134 22.4712925,-12.5387602 22.6668167,-12.623024 22.8643169,-12.6418266 23.0613327,-12.8389969 23.0638371,-13.0356817 23.0663757,-13.24646 23.2002907,-13.457942 23.3344135,-13.6424198 23.2055988,-13.8406677 23.208313,-14.0461626 23.2764759,-14.2442312 23.2792645,-14.4505253 23.3482151,-14.657259 23.4172478,-14.8643608 23.4857159,-15.0565052 23.4231491,-15.2800846 23.6242275,-15.4718304 23.5610046,-15.397481 23.4937439,-15.1817379 23.3589935,-15.0258408 23.1594105,-14.8707514 22.9602051,-14.6573534 22.8262119,-14.4446926 22.6924152,-14.2327538 22.5588207,-14.0282669 22.4903908,-13.8242664 22.4226952,-13.62784 22.4200134,-13.4244566 22.3517952,-13.3522606 22.2853928,-13.3522606 22.2853928))		3372370430	cm	-16.453	0	0	0	0
2	2012-01-03 18:27:22	2012-01-04 08:49:18	FI	POINT(155.949005 425.589996)	POLYGON((26.1595001 361.198059,265.616486 361.198059,265.616486 457.78595,26.1595001 457.78595,26.1595001 361.198059,26.1595001 361.198059))	POLYGON((255.559998 371.26001,255.559998 374.279999,255.559998 377.299988,255.559998 380.309998,255.559998 383.329987,254.550003 386.350006,253.539993 389.369995,251.529999 392.390015,249.520004 395.410004,246.5 396.410004,243.479996 398.420013,241.470001 401.440002,239.460007 402.450012,236.440002 400.440002,233.419998 400.440002,230.399994 403.459991,228.389999 406.470001,227.380005 409.48999,224.369995 412.51001,222.350006 413.519989,224.369995 410.5,225.369995 407.480011,222.350006 405.470001,219.330002 404.459991,220.339996 401.440002,218.330002 398.420013,215.309998 398.420013,213.300003 396.410004,210.279999 394.399994,207.259995 395.410004,204.240005 398.420013,202.229996 401.440002,201.220001 404.459991,199.210007 407.480011,196.190002 409.48999,193.179993 409.48999,190.160004 408.48999,187.139999 411.5,184.119995 414.519989,181.100006 415.529999,178.080002 416.540009,175.070007 416.540009,172.050003 418.549988,169.029999 421.570007,166.009995 424.579987,162.990005 427.600006,164 430.619995,164 433.640015,164 436.660004,161.990005 437.660004,162.990005 434.649994,162.990005 431.630005,159.970001 428.609985,156.960007 427.600006,153.940002 428.609985,150.919998 429.609985,147.899994 430.619995,144.880005 431.630005,141.860001 432.630005,138.850006 433.640015,135.830002 432.630005,132.809998 431.630005,129.789993 432.630005,126.769997 433.640015,123.75 433.640015,120.730003 434.649994,117.720001 435.649994,114.699997 435.649994,111.68 436.660004,109.669998 439.679993,109.669998 442.690002,108.660004 445.709991,107.660004 446.720001,104.639999 444.709991,105.639999 441.690002,103.629997 438.670013,100.610001 438.670013,97.5899963 440.679993,94.5800018 438.670013,91.5599976 438.670013,88.5400009 438.670013,85.5199966 438.670013,82.5 438.670013,79.4800034 437.660004,76.4700012 438.670013,73.4499969 439.679993,70.4300003 438.670013,67.4100037 438.670013,64.3899994 440.679993,61.3699989 442.690002,58.3600006 443.700012,55.3400002 443.700012,52.3199997 442.690002,49.2999992 441.690002,46.2799988 441.690002,43.2599983 441.690002,40.2400017 442.690002,37.2299995 442.690002,37.2299995 440.679993,40.2400017 438.670013,42.2599983 435.649994,43.2599983 432.630005,45.2799988 429.609985,48.2900009 427.600006,51.3100014 427.600006,54.3300018 427.600006,57.3499985 427.600006,60.3699989 426.600006,63.3899994 425.589996,66.4000015 425.589996,69.4199982 426.600006,72.4400024 425.589996,75.4599991 423.579987,78.4800034 420.559998,81.5 419.549988,84.5100021 418.549988,87.5299988 419.549988,90.5500031 419.549988,93.5699997 418.549988,96.5899963 417.540009,99.6100006 415.529999,102.620003 414.519989,104.639999 414.519989,105.639999 417.540009,107.660004 419.549988,108.660004 422.570007,111.68 425.589996,114.699997 427.600006,117.720001 427.600006,120.730003 426.600006,123.75 426.600006,126.769997 426.600006,129.789993 426.600006,132.809998 426.600006,135.830002 426.600006,138.850006 426.600006,141.860001 426.600006,144.880005 425.589996,147.899994 424.579987,150.919998 424.579987,153.940002 424.579987,156.960007 424.579987,159.970001 423.579987,162.990005 422.570007,166.009995 421.570007,169.029999 419.549988,171.039993 417.540009,173.050003 414.519989,176.070007 413.519989,178.080002 410.5,180.100006 407.480011,183.110001 404.459991,185.130005 401.440002,186.130005 398.420013,189.149994 397.420013,192.169998 396.410004,195.190002 396.410004,198.210007 396.410004,201.220001 396.410004,204.240005 395.410004,205.25 392.390015,208.270004 390.380005,211.289993 388.359985,214.300003 391.380005,217.320007 391.380005,220.339996 389.369995,223.360001 388.359985,226.380005 387.359985,229.399994 388.359985,232.410004 388.359985,235.429993 390.380005,238.449997 389.369995,241.470001 390.380005,244.490005 389.369995,247.509995 387.359985,248.509995 384.339996,250.520004 381.320007,251.529999 378.299988,253.539993 375.279999,255.559998 372.269989,255.559998 371.26001,255.559998 371.26001))	POINT(9.92746639 22.5396767)	POLYGON((1.61245799 18.3713264,16.6190376 18.5135536,17.3812656 24.7598381,1.68344498 24.6019249,1.61245799 18.3713264,1.61245799 18.3713264))	POLYGON((16.033884 19.1389103,16.0532074 19.3304501,16.0727901 19.5222683,16.0925713 19.713728,16.1126823 19.9060955,16.0674324 20.0976524,16.0223007 20.2894993,15.9121943 20.4805527,15.8020859 20.6719036,15.6123228 20.732832,15.4294529 20.8586693,15.3191376 21.0506516,15.1951084 21.1135426,14.9851694 20.9811954,14.7890024 20.9781532,14.6126251 21.1693954,14.5017128 21.3613091,14.4559031 21.5551662,14.2799091 21.7473774,14.1550398 21.8107605,14.2667007 21.6174603,14.3120327 21.4234886,14.1030998 21.2910118,13.9010401 21.2230988,13.9477024 21.0297356,13.7993822 20.8338566,13.6045027 20.8310719,13.4631205 20.7002926,13.2572117 20.5687752,13.0688162 20.6308155,12.8916121 20.8212109,12.7792997 21.0134354,12.7313328 21.2068253,12.6189404 21.3996658,12.4355879 21.5267735,12.2415609 21.5242653,12.0415964 21.4572716,11.8635159 21.6491318,11.6852932 21.8419781,11.49613 21.9049797,11.306942 21.9680519,11.1131573 21.9657726,10.9290915 22.0937672,10.7499924 22.2875042,10.5706053 22.4809532,10.3910189 22.6753998,10.4715433 22.8730469,10.4870872 23.0703125,10.5028334 23.2679253,10.3777342 23.3320026,10.4269228 23.135643,10.4114113 22.9382648,10.2012014 22.7391071,10.0021973 22.6712246,9.81243992 22.7350101,9.6225853 22.7982178,9.43272495 22.8621521,9.24281025 22.9261608,9.05278969 22.9895878,8.86339474 23.0537491,8.66468239 22.9859581,8.46633244 22.9189053,8.27636719 22.9824886,8.08636856 23.0467987,7.89237404 23.0451622,7.70230007 23.1095829,7.51274681 23.1734276,7.31884813 23.1719074,7.12860012 23.2365246,7.01012993 23.433403,7.02076817 23.6309357,6.96646976 23.8290005,6.90559196 23.8950081,6.70398808 23.7613392,6.75801992 23.5633793,6.61876822 23.3644028,6.42498207 23.3630676,6.23754406 23.4935455,6.03828812 23.3605156,5.84473705 23.3592987,5.65125799 23.3581181,5.45784903 23.3569832,5.26450777 23.3558846,5.06868982 23.2886753,4.87866116 23.3538113,4.68786812 23.4190216,4.49241686 23.3518944,4.29937983 23.3509941,4.11051416 23.4818859,3.92134595 23.6129704,3.73061395 23.6785278,3.537287 23.6777821,3.34229898 23.6107388,3.14757299 23.5444317,2.95456696 23.5438099,2.76159811 23.5432224,2.56995511 23.6083145,2.37759399 23.6078129,2.37519693 23.4759178,2.56479502 23.3446846,2.68963504 23.1473904,2.74927807 22.9502678,2.87357903 22.7536793,3.06185007 22.6233692,3.25355196 22.6240101,3.4452951 22.6246891,3.637079 22.6254082,3.82708597 22.5610905,4.01694584 22.4961948,4.20805216 22.4970284,4.40195179 22.563591,4.59169006 22.4988098,4.77905798 22.3691216,4.9638238 22.1741028,5.15297413 22.1096439,5.34140587 22.0459003,5.53548002 22.1117992,5.72715092 22.1129417,5.916152 22.0493164,6.10503101 21.9851208,6.29093504 21.8562908,6.47892189 21.7922668,6.6070652 21.7931499,6.67975092 21.9889965,6.81446314 22.1201344,6.88780117 22.316534,7.09040117 22.5142269,7.2902441 22.6465015,7.48337412 22.6480083,7.67228508 22.584444,7.86550903 22.5860271,8.05883408 22.5876541,8.25225735 22.5893154,8.44578457 22.5910206,8.63941765 22.5927658,8.83315945 22.5945492,9.02636909 22.5963688,9.21588039 22.5325012,9.40533161 22.4687023,9.59934044 22.4706421,9.79346943 22.4726238,9.9877224 22.4746475,10.1766109 22.4116802,10.3660536 22.3481464,10.5555067 22.2853279,10.7397766 22.1564026,10.8589649 22.0275612,10.9729376 21.8335133,11.1619539 21.7710896,11.2756348 21.5774899,11.3898554 21.3842163,11.5674448 21.19203,11.6814127 20.9993916,11.7300158 20.8062668,11.9181738 20.7445107,12.1062813 20.6821804,12.2997313 20.6846485,12.4933348 20.6871548,12.6864538 20.6896954,12.8748198 20.6281872,12.922966 20.4356956,13.1055756 20.3097801,13.2880478 20.1833878,13.4983788 20.3790874,13.6925812 20.3818417,13.8751345 20.2561283,14.0635262 20.1944332,14.2520037 20.1334381,14.4526443 20.2002068,14.6468344 20.2031441,14.8545618 20.3352413,15.0434914 20.2737045,15.2455349 20.3413563,15.4346752 20.2799015,15.6172657 20.1546307,15.6622639 19.9629612,15.7727432 19.7726345,15.8185415 19.5815315,15.9290714 19.3917751,16.0403175 19.2029381,16.033884 19.1389103,16.033884 19.1389103))		17364156400	cm	-14.1005	6	4	1	-1
2	2012-01-04 08:49:18	2012-01-04 18:11:55	FI	POINT(243.481995 430.621002)	POLYGON((205.249344 410.498749,280.708649 410.498749,280.708649 446.719238,205.249344 446.719238,205.249344 410.498749,205.249344 410.498749))	POLYGON((221.350006 420.559998,224.369995 421.570007,227.380005 422.570007,230.399994 423.579987,233.419998 424.579987,236.440002 423.579987,239.460007 425.589996,242.479996 425.589996,245.490005 424.579987,248.509995 424.579987,251.529999 425.589996,254.550003 424.579987,256.559998 421.570007,259.579987 423.579987,262.600006 423.579987,265.619995 422.570007,268.640015 424.579987,269.640015 426.600006,266.619995 426.600006,263.600006 429.609985,262.600006 432.630005,259.579987 432.630005,256.559998 434.649994,253.539993 435.649994,250.520004 435.649994,247.509995 436.660004,244.490005 435.649994,241.470001 434.649994,238.449997 435.649994,235.429993 435.649994,232.410004 435.649994,229.399994 434.649994,226.380005 433.640015,223.360001 432.630005,220.339996 432.630005,217.320007 432.630005,216.320007 429.609985,215.309998 426.600006,218.330002 425.589996,219.330002 422.570007,221.350006 420.559998,221.350006 420.559998))	POINT(15.6561918 22.8781376)	POLYGON((13.0203381 21.5327492,17.9587288 21.6140976,18.2859974 23.980566,13.2523861 23.8956966,13.0203381 21.5327492,13.0203381 21.5327492))	POLYGON((14.1297235 22.1995487,14.3338509 22.2681713,14.5376749 22.3362217,14.7426462 22.4050179,14.9479799 22.4732533,15.139081 22.4113369,15.3525429 22.5454636,15.5514784 22.5487423,15.7422266 22.486248,15.9414768 22.4896126,16.1488838 22.5588303,16.3406277 22.4964752,16.4496708 22.3028793,16.6656055 22.4371967,16.8657856 22.4407673,17.0578308 22.3786297,17.2752705 22.5131855,17.3589973 22.6461105,17.1579494 22.6424198,16.9823971 22.8352757,16.941412 23.0315685,16.7402649 23.0279617,16.5561867 23.1566696,16.3635559 23.2186775,16.1627636 23.2151966,15.9710369 23.2779903,15.7625017 23.2083759,15.5545187 23.1395111,15.3624401 23.2017269,15.1627254 23.1984692,14.9632158 23.1952572,14.7571487 23.1265984,14.5507908 23.0573654,14.3448753 22.9882202,14.1464691 22.9851952,13.9482574 22.9822159,13.8619919 22.7839279,13.7756319 22.5866299,13.9662685 22.5237598,14.0113029 22.3281975,14.1297235 22.1995487,14.1297235 22.1995487))		4018147330	cm	-1.30679	1	0	1	0
2	2012-01-04 18:11:55	2012-01-05 18:32:45	FI	POINT(315.923004 428.609009)	POLYGON((249.518997 406.474457,383.333008 406.474457,383.333008 447.725555,249.518997 447.725555,249.518997 406.474457,249.518997 406.474457))	POLYGON((289.76001 416.540009,292.779999 416.540009,295.799988 416.540009,298.820007 418.549988,301.839996 418.549988,304.859985 418.549988,307.869995 419.549988,310.890015 422.570007,313.910004 424.579987,316.929993 425.589996,319.950012 425.589996,322.970001 425.589996,325.980011 425.589996,329 424.579987,332.019989 423.579987,335.040009 423.579987,338.059998 424.579987,341.079987 426.600006,344.089996 427.600006,347.109985 427.600006,350.130005 426.600006,353.149994 425.589996,356.170013 424.579987,359.190002 423.579987,362.200012 421.570007,365.220001 422.570007,368.23999 422.570007,371.26001 420.559998,373.269989 422.570007,372.269989 425.589996,369.25 426.600006,366.230011 428.609985,363.209991 429.609985,360.190002 428.609985,357.170013 429.609985,354.160004 431.630005,351.140015 433.640015,348.119995 433.640015,345.100006 433.640015,342.079987 432.630005,339.059998 432.630005,336.049988 432.630005,333.029999 433.640015,330.01001 434.649994,326.98999 434.649994,324.980011 431.630005,321.959991 430.619995,318.940002 430.619995,315.920013 431.630005,312.899994 432.630005,309.890015 432.630005,306.869995 430.619995,303.850006 429.609985,300.829987 426.600006,297.809998 425.589996,294.790009 425.589996,291.779999 427.600006,292.779999 430.619995,290.769989 432.630005,287.75 433.640015,284.730011 435.649994,281.709991 437.660004,282.720001 434.649994,284.730011 431.630005,283.730011 428.609985,280.709991 427.600006,277.690002 428.609985,275.679993 431.630005,272.660004 432.630005,269.640015 433.640015,266.619995 434.649994,263.600006 435.649994,261.589996 432.630005,260.589996 431.630005,262.600006 429.609985,265.619995 426.600006,268.640015 424.579987,271.649994 422.570007,274.670013 422.570007,277.690002 423.579987,280.709991 422.570007,283.730011 421.570007,286.75 419.549988,289.76001 416.540009,289.76001 416.540009))	POINT(20.4865532 22.7980022)	POLYGON((15.8678551 21.2744179,24.8799019 21.4701195,25.4164944 24.1712666,16.1917458 23.9655762,15.8678551 21.2744179,15.8678551 21.2744179))	POLYGON((18.6076145 21.9748726,18.8094444 21.9789219,19.0115376 21.9830189,19.232439 22.1177158,19.4352894 22.1219139,19.6384163 22.1261654,19.8507595 22.1954689,20.0841751 22.3964214,20.3087502 22.5318851,20.5240021 22.602272,20.7293701 22.606802,20.9350395 22.6113853,21.1403313 22.6160011,21.3358479 22.5547447,21.5315952 22.4942226,21.7382889 22.4989929,21.9562721 22.5690727,22.1862869 22.7059002,22.4049931 22.7762089,22.6134968 22.7812099,22.8107357 22.7208652,23.0080204 22.6599483,23.2054634 22.599102,23.4031811 22.5389881,23.5884266 22.4130497,23.8102779 22.4835701,24.0206642 22.4889069,24.206953 22.3631725,24.3719139 22.4979134,24.3393116 22.6934128,24.1404972 22.754034,23.9541874 22.8802071,23.755537 22.9403667,23.5327682 22.8695793,23.3346004 22.9298325,23.1495075 23.0570545,22.9636669 23.1837826,22.753952 23.1786747,22.5445881 23.1736202,22.3238831 23.1023502,22.1153374 23.0974064,21.9078121 23.0925312,21.7112503 23.1539402,21.5148201 23.2154274,21.3073425 23.2106743,21.1365623 23.0095005,20.9192009 22.9387035,20.7130489 22.9341106,20.5177402 22.9957066,20.3224392 23.0567245,20.1176376 23.0522861,19.8921299 22.9162579,19.6774387 22.8458347,19.4438896 22.6448631,19.2306194 22.574728,19.0273571 22.5705547,18.8437996 22.6976337,18.9396553 22.8964081,18.8233604 23.0252342,18.6294823 23.0873051,18.4450951 23.2150345,18.2606754 23.3429565,18.3004627 23.14678,18.4074974 22.9516258,18.3126125 22.7528152,18.1011791 22.682888,17.9081554 22.7449398,17.8005981 22.9398003,17.6074276 23.0013962,17.4144077 23.0637226,17.2214451 23.1261292,17.0284538 23.187952,16.8685951 22.9876614,16.7936039 22.9210186,16.9103661 22.7913933,17.0859451 22.5985622,17.2697659 22.4705811,17.4529572 22.3434181,17.6539116 22.3472137,17.8638878 22.4168224,18.0565643 22.3549442,18.2493973 22.2937889,18.4332485 22.1663799,18.6076145 21.9748726,18.6076145 21.9748726))		8323324900	cm	-3.15932	1	1	0	0
